rppdId	preferredName
ps02167	Heller, Fritz
ps02175	Helm, Karl
ps02187	Heracourt-Multer, Susanne
ps02190	Hermanni, M. Johannes
ps02191	Herrfurth, Fritz
ps02193	Herrmann, Eugen
ps02208	Hilcke, Johann Wilhelm
ps02216	Villard, Henry
ps02217	Hilgenfeldt, Helga
ps02218	Hill, Jakob
ps02220	Hiller, Ferdinand
ps02224	Hitzfeld, Mathilde
ps02230	Hodapp, Carl Josef
ps02061	Grossart, Michael
ps02063	Grossmann, Frank-Joachim
ps02068	Grünewald, Karlheinz
ps02071	Günther, Graf v. Henneburg
ps02073	Gugenheim, Fritz
ps02074	Guggemus, Stefan
ps02076	Guinand
ps02077	Gunhild Königin
ps02078	Gustav, Philipp
ps02080	Haas, Emil
ps02083	Häckel, Hans-Otto
ps02084	Häckel, Walter
ps02085	Häfner, Kurt
ps02089	Hafner, Bärbel
ps02090	Hagen, Wilhelm
ps02092	Hahn, Christoph Gottfried
ps02093	Hahn, Karl ¬von¬
ps02094	Haid, Georg
ps02100	Halfmann, Helmut
ps02101	Halfmann, Rolf
ps02105	Hamann, Johann
ps02113	Hannong, Paul Anton
ps02118	Hartenstein, Helga
ps02192	Herrmann, Erwin
ps02194	Herrmann, Georg
ps02195	Herzog, Manfred
ps02196	Herzog, Peter
ps02197	Herzog, Philipp Heinrich
ps02198	Heß, Johann Daniel
ps02199	Heß, Johann Heinrich
ps02201	Heß, Philipp Daniel Gottlieb
ps02204	Heupel, Carl
ps02205	Heusser, Eugen
ps02206	Hexamer, Emilie
ps02207	Heyen, Erk Volkmar
ps02209	Hildebrand, Christoph
ps02214	Villard, Heinrich
ps02215	Hilgard-Villard, Heinrich
ps02222	Hinkelmann, Daniel
ps02223	Hirmer, Helmut
ps02254	Hilz, Werner
ps02256	Hook, Rolf
ps02272	Hüther, Matthias
ps02275	Hufnagel, Sigrid
ps02283	Hust, Karl Martin
ps02284	Imig, Jakob
ps02285	Eicken, Paul
ps02288	Jacob, Manfred
ps02289	Croissant, Hedwig
ps02290	Jacob-Croissant, Hedwig
ps02295	Jäger, Karl August
ps02296	Jäger, Richard
ps02297	Jäger, Walter
ps02298	Jakob, Manfred
ps02299	Jancke, Oldwig
ps02300	Janischowski, Charlotte
ps02301	Jansen, Peter
ps02302	Janson, Jürgen
ps02303	Jelacic, Johann
ps02304	Jeschke, Hans
ps02305	Jesse (Nemetense)
ps02306	Ihm, Ludwig
ps02307	Immerheiser, Karl
ps02316	Johann von Zweibrücken, Pfalzgraf
ps02317	Johannes I., Frhr. von Hoheneck zu Eutzenberg
ps02318	Johannes I., Graf im Kraichgau
ps02320	Johannes de Spira
ps02325	Judah der Fromme
ps02327	Judensint, Hans
ps02328	Julien, Franz
ps02330	Jung, Lina
ps02331	Jung, Walter
ps02332	Jung, Wolfgang
ps02334	Justinger, Kurt
ps02231	Höbel, Roland
ps02235	Hoffmann, Karl
ps02236	Hoffmann, Luise Dorothea
ps02237	Hoffmann, Ludwig
ps02238	Hoffmann, Philipp
ps02240	Hoffmann, Walter
ps02241	Eder, Dorothea
ps02242	Hoffmann-Eder, Dorothea
ps02243	Monnerjahn, Brunhild
ps02244	Hoffmann-Monnerjahn, Brunhild
ps02248	Hohermuth von Speyer, Georg
ps02249	Holder, Heinrich
ps02251	Hollensteiner, Karl
ps02255	Holzmüllder, Josef
ps02257	Hoop, Wolfgang
ps02258	Horlemann, Angela
ps02259	Hornbach, Jakob
ps02260	Hornbach, Jakob
ps02261	Horsch, Reinhard
ps02262	Hruschka, Guido
ps02263	Meder, Siglinde
ps02264	Hruschka-Meder, Siglinde
ps02269	Huber, Liebgard
ps02270	Hudlett, Max
ps02274	Hüther-Popowa, Tatjana
ps02276	Huhn, Heinrich
ps02277	Hulderich
ps02278	Hundefänger, Karl Rudi domidean
ps02281	Hussong, Karl
ps02282	Hust, Gerhard
ps02655	Lamm, Marcus zum
ps02657	Landherr, Edgar
ps02695	Laux, Emil
ps02707	Lehmann, Alfred
ps02712	Lehmann, Herbert
ps02287	Jacob, Ludwig
ps02291	Jacobus de Spira
ps02308	Imschweiler, Wilhelm
ps02309	Jobmann, Charles
ps02310	Jöckle, Trudl
ps02313	Johann von Morsheim
ps02335	Izi, Silvia
ps02338	Kämmerer, Hugo
ps02344	Kaiser, Kristina
ps02345	Kaiser, Peter
ps02347	Kall, Friedrich Georg ¬von¬
ps02348	Kampe, Wolfgang
ps02351	Kapp, Ernst
ps02359	Karcher, Philipp
ps02378	Kehl, Heinrich Leonhard
ps02379	Keiler, August
ps02382	Keller, Lothar
ps02383	Keller, Siegfried
ps02384	Kühne, Josef Woldemar
ps02385	Keller-Kühne, Josef Woldemar
ps02386	Kellerhoven, Josef
ps02387	Kelter, Marianne
ps02388	Germersheim, Ludwig
ps02389	Kemmer, Ludwig
ps02390	Kempf, Ferdinand
ps02391	Kempf, Heinz
ps02393	Kerbeck, Gerda
ps02394	Kerg, Theo
ps02396	Kern, Günter
ps02397	Kern, Ludwig
ps02399	Kömpf, Charlotte
ps02453	Klein, Alfons
ps02459	Klein, Jakob
ps02463	Kleinschmidt, Fritz
ps02464	Kleiss, Manfred
ps02548	Koller, Jakob
ps02337	Kämmerer, Fritz
ps02339	Kämper, Herbert
ps02340	Kämper, Mirjam
ps02341	Kämpf, Johann Philipp
ps02342	Kästner, Theobald
ps02343	Kaffenberger, Hans
ps02349	Kannegießer, Johann
ps02350	Kantowsky, Ulrich
ps02352	Kappel, Friedrich
ps02353	Kapper, Jakob
ps02354	Karb, Willi
ps02355	Karch, Hermann
ps02356	Karch, Philipp
ps02362	Karl II. August Christian, Pfalzgraf bei Rhein, Herzog von Pfalz-Zweibrücken
ps02363	Karl III. Philipp, Kurfürst von der Pfalz
ps02776	Liebel, Erna
ps02780	Liedke, Kurt
ps02781	Liere, Joos van
ps02782	Limburg-Stirum, Damian August Philipp Karl Graf v.
ps02783	Stirum, Damian August Philipp Karl Graf v.
ps02784	Styrum, Damian August Philipp Karl Graf ¬von¬
ps02785	Limburg-Styirum, Damian August Philipp Karl Graf ¬von¬
ps02786	Limburg-Styrum, Damian August Philipp Karl Graf ¬von¬
ps02790	Linck, Johann Georg
ps02794	Lind-Ackermann, Katharina
ps02799	Lindenmeyer, Ludwig
ps02802	Lingenfelder, Julius
ps02804	Linnenkohl, Lilo
ps02805	Lintz, Max
ps02808	Pfister, Jolande
ps02810	Littig, Gerd
ps02813	Litzel, Georg
ps02815	Litzenburger, Ludwig
ps02817	Lochner, Karl
ps02818	Loderstedt, Kurt
ps02819	Loeb, Julius
ps02392	Kerbeck, Egon
ps02401	Kessler, Adolf
ps02403	Keßler, Heinrich
ps02404	Keßler, Jakob Friedrich
ps02411	Kiefer, Philipp Ernst
ps02412	Kiefer, Theodor
ps02413	Kieffer, Ludwig
ps02415	Kienast, Johannes
ps02416	Kiesbauer, Hans
ps02418	Kiesel, Michel P.
ps02420	Kimmel, August
ps02421	Kindermann, Hans
ps02423	Kinzelbach, Rudolf
ps02426	Kirch, Karl-Heinz
ps02427	Kirchgeßner, Maria Anna Antonia
ps02428	Kirchgeßner, Marianne
ps02429	Kirchner, Heinz F.
ps02430	Kirchner, Johann Philipp
ps02431	Kirchner, Kaspar
ps02432	Kirchner, Klaus
ps02433	Kirchner, Philipp
ps02434	Kirchner, Reinhold
ps02436	Zweibrücken, Gabriele
ps02441	Küstler, Bartholomäus
ps02448	Klapschinski, Walter
ps02451	Kleefoot, Paul
ps02454	Klein, Anton ¬von¬
ps02455	Klein, Fritz
ps02456	Klein, Georg
ps02458	Klein, Heinrich Theodor
ps02461	Klein, Ly
ps02471	Klingmann, Marliese
ps02476	Klotz, Franz
ps02479	Klotz, Simon Petrus
ps02481	Klug, Franz
ps02486	Knoch, Johannes Ludwig
ps02487	Knocke, Theodor
ps02488	Knöbel, Friedrich Wilhelm
ps02489	Knöpfle, Franz
ps02466	Kliewer, Paul
ps02467	Klimm, Franz
ps02468	Klimm, Franz
ps02469	Kling, Gottfried
ps02470	Klingmann, Friedrich
ps02472	Klippel, Elfriede
ps02473	Klöchner, Hans-Jürgen
ps02475	Klotz, Caspar Gerhard
ps02477	Klotz, Martin
ps02480	Klug, Eduard
ps02490	Knöringer, Emil
ps02491	Knoll, Albert Georg Wilhelm
ps02504	Koch, Franz Wilhelm
ps02727	Leicht, Albert
ps02728	Leiling, Karl
ps02729	Rehmann, Mia
ps02731	Leiningen, Christoph Graf ¬von¬
ps02732	Leiningen, Emil Karl ¬von¬
ps02734	Hardenburg, Carl Friedrich Wilhelm zu
ps02737	Leiningen-Westerburg, Konrad Graf zu
ps02742	Leistner, Max
ps02745	Lembach, Marcus
ps02746	Lenard, Bertram
ps02748	Lenhard, Richard
ps02751	Leonhard, Walter
ps02752	Leonard, Philipp Ludwig
ps02755	Lescheraine Graf
ps02493	Knoll, Konrad Ritter ¬von¬
ps02495	Knoth, Rudi
ps02496	Kobell, Ferdinand ¬von¬
ps02497	Kobell, Franz v.
ps02498	Kobell, Franz Innocenz
ps02501	Koch, Daniel Emil
ps02502	Koch, David Andreas
ps02505	Koch, Friedrich
ps02507	Koch, Johann Carl
ps02508	Koch, Karl Ludwig
ps02509	Koch, Ludwig Christian ¬von¬
ps02512	Koch, Walter
ps02514	Kocher, Kurt E.
ps02515	Koehl, Anton
ps02517	Köhler, Fritz
ps02518	Köhler, Usch
ps02519	Köhn, Monika
ps02520	Kölbel, Kurt
ps02521	Koelsch, Franz Xaver
ps02522	Luginsland, Peter
ps02525	Kömmerling, Emil
ps02527	König, Karl
ps02529	König, Ludwig
ps02532	Kohl, Hans
ps02536	Larsen, Ludwig
ps02538	Weigand, Franz Josef
ps02540	Kohlhoff, Egon
ps02541	Kobl, Georg Friedrich
ps02597	Krehbiel, Johannes
ps02542	Kolb, Lydia
ps02546	Kolb von Wartenberg, Johann Casimir d.J
ps02550	Kolm, Tina
ps02554	Konrad II. Röm. Kaiser
ps02556	Konrad III. von Scharfenberg
ps02557	Konrad III. von Scharfeneck
ps02568	Korb, Albert
ps02570	Korn, Jacob
ps02573	Kortokraks, Rudolf
ps02574	Kortokraks, Werner
ps02575	Korzenski, Gerhard
ps02576	Kotterer, Kurt
ps02577	Kraemer, Alois
ps02578	Krämer, Armin
ps02579	Krämer, Leo Heinrich
ps02580	Krämer, Norbert
ps02585	Krahl, Gertrud
ps02586	Kramatschek, Manfred
ps02589	Kratz, Fritz
ps02595	Krebs, Johannes
ps02601	Kreutzfeld, Heinrich
ps02603	Krezdorn, Hansjörg
ps02604	Nagel, Andrea
ps02605	Kriedel-Nagel, Andrea
ps02606	Krieg, Friedrich
ps02608	Krieger, Gerhard
ps02611	Tsiyäuna, Hoyna
ps02614	Kroemer-Schaefer, Elise
ps02620	Kronenberger, Albrecht
ps02622	Krumbach, Max
ps02625	Kubach, Hans Erich
ps02631	Kühn, Peter
ps02668	Körding, Herma
ps02549	Kolling, Bernhard
ps02551	Konig, Isaac
ps02552	Konrad I.
ps02553	Konrad II
ps02555	Konrad II. von Hildesheim
ps02558	Konrad IV. von Tanne
ps02559	Konrad V., Graf von Eberstein
ps02560	Konrad von Reifenberg
ps02561	Konrad von Staufen, Pfalzgraf
ps02562	Kopp, August
ps02565	Kopsch, Friedrich
ps02567	Kopylowski-White, Andrew
ps02569	Korbmann, Karl
ps02572	Korter, Fritz
ps02584	Krahe, Lambert Wilhelm
ps02587	Kramb, Gilbert
ps02590	Kraus, Johann
ps02591	Kraus, Philipp
ps02593	Krauß, Johannes Max
ps02594	Krebs, Heinz
ps02596	Singhannes
ps03111	Müller, Robert
ps03112	Müller, Siegfried Erich
ps03114	Müller, Werner Berndt Rainer
ps03116	Blattau, Joseph
ps03119	Müller-Busch, Hans
ps03120	Dennhof, Bernd
ps03122	Dennhof, Herbert
ps03123	Müller-Dennhof, Herbert
ps03125	Müller-Dietrich, Norbert
ps03126	Emmert, Adolf
ps03128	Guttenbrunn, Adam
ps03132	Olm, Heinz
ps03133	Müller-Olm, Heinz
ps03136	Steinfurth, Franz-Werner
ps03137	Müller-Steinfurth, Franz-Werner
ps03221	Nuding, Karl
ps02610	Krienke, Gert
ps02615	Kröwerath, Christoph
ps02617	Kromnow, Ake
ps02621	Kroszewski, Hans-Ulrich
ps02623	Krumholz, Eugen
ps02624	Krupp, Louis
ps02627	Küchler, Julius
ps02630	Kühn, Dieter
ps02642	Kuntz, Hermann
ps02671	Lanz, Johann Wilhelm
ps02681	Lauer, Georg
ps02701	Lechler, Lorenz
ps02725	Leibrock, Karl
ps02726	Leibl, Wilhelm
ps02730	Leinberger-Rehmann, Mia
ps02733	Leiningen, Marie Luise Albertine ¬von¬
ps02735	Leiningen-Hardenburg, Carl Friedrich Wilhelm zu
ps02736	Westerburg, Konrad Graf zu
ps02739	Leis, Lina
ps02740	Leisenring, Edmund Daniel
ps02770	Leyser, Anton
ps02944	Marx, Werner
ps02953	Mathaei-Dörr, Annemarie
ps02955	Mathes, Bernd
ps02960	Mathilde von Savoyen
ps02965	Matthias, Freiherr von Rammung
ps02966	Matthias (Widman) von Kemnat
ps02967	Mattich, Katharina Magdalena
ps02968	Mattijs, Alice
ps02969	Matzdorf, Albert
ps02635	Kuhfuss, Swantje
ps02637	Kuhn, Isaak
ps02638	Kuhn, Karl Georg
ps02639	Kuhorn, Jacob
ps02641	Kuntz, Daniel
ps02646	Kymli, Franz Peter
ps02651	Lamarche, Maria Elisabetha
ps02656	Lamp, Uli
ps02658	Landoville Baron ¬de¬
ps02659	Landré, Sigrid
ps02660	Landsiddel, Joh. Friedr
ps02661	Lang, Arno
ps03532	Rosenberg, Philipp I., Frhr. ¬von¬
ps03534	Rosenstiel, Frederick H.
ps03544	Roth, Hans-Georg
ps03550	Rothbauer, Willibald
ps03553	Rothschild, Willibald
ps02669	Lang-Körding, Herma
ps02670	Langenhöffel, Johann Josef
ps02676	Laubenheimer, Adolf
ps02678	Laubscher, Friedrich
ps02683	Lauer, Nicolaus
ps02690	Lautern, Otto ¬von¬
ps02691	Lauth, Robert
ps02693	Streif, Ingrid
ps02694	Lauwers-Streif, Ingrid
ps02696	Laux, Karl
ps02697	Lavale, Jakob ¬von¬
ps02698	Lawaldt, Konrad
ps02700	Lebert, Margot
ps02702	Leclerc, Philipp Adolf
ps02704	Lederle, Heidi
ps02705	Leger, Thomas Antonius Martinus
ps02709	Lehmann, Charlotte
ps02710	Lehmann, Christophorus
ps02711	Lehmann, Ernst August
ps02723	Lehrmann, Manfred
ps02778	Lieberich, Heinz
ps02779	Liebscher, Frank Rainer
ps02787	Linbecker, Veronika
ps02788	Ganglitz, Veronika
ps02789	Linck, Franz Konrad
ps02791	Linck, Peter Anton
ps02793	Lind, Franz
ps02795	Ackermann, Trinly
ps02714	Lehmann, Johann Willi
ps02715	Lehmann, Lilli
ps02717	Lehmann, Otto
ps02718	Lehn, Erwin
ps02719	Lehn, Friedel
ps02720	Lehnung, Julius Berthold
ps02721	Lehr, Daniel
ps02744	Lembach, Kurt
ps02749	Lensch, Arnhild
ps02852	Ludwig, Kurprinz
ps02872	Lützelstein, Grafen ¬von¬
ps02875	Luise von Sachsen-Coburg (-Gotha), Herzogin
ps02876	Luthener, Georg
ps02879	Lutz, Christine
ps02886	Behnisch, Hedwig
ps02889	Maas, Hannelore
ps02890	Mas, Rosa
ps02892	Maas, Rosa
ps02893	Maas, Walter
ps02896	Usselmann, Elisabeth
ps02898	Mächnich, Josef
ps02899	Mächnich, Sigurd
ps02906	Mahla, Julius
ps02909	Maier, Johann Ludwig
ps02915	Mang-Lind, Gertrud
ps02916	Mangler, Klaus
ps02922	Mansmann, Ruth
ps02925	Margarethe von Bayern
ps02926	Margarethe von Savoyen
ps02935	Marschall, Wolfgang
ps02937	Martin, Franz M.
ps02939	Martin, Paul
ps02941	Martini, Paul
ps02756	Leschinger, Franz
ps02758	Leth, Siegfried ¬von¬
ps02760	Leuckel, Johann Jakob
ps02761	Leuthner, Irma
ps02762	Levi, Cora Ilse
ps02764	Leydensdorffer, Franz Anton ¬von¬
ps02765	Leitensdorfer, Franz Anton ¬von¬
ps02766	Leitersdorffer, Franz Anton ¬von¬
ps02767	Leyen, Damian Hartard von der
ps02768	Leyen, Marianne Gräfin von der
ps02769	Dalberg, Maria Anna Sophia Franziska Walburga
ps02772	Leyser, Jakob
ps02773	Lichtenberger, Heinrich Wilhelm
ps02839	Loschky, Hans
ps02840	Loschky, Ulrich
ps03300	Petersen, Karl Ludwig Adolf
ps02797	Lind-Ackermann, Trinly
ps02800	Linder, Konrad
ps02801	Lingenfelder, Eugen
ps02803	Link, Johann Wolfgang Conrad
ps02874	Luido, Bischof von Speyer
ps02877	Luttenberger, Anton
ps02882	Lutz, Martin / -
ps02884	Lux, Friedrich
ps02885	Lux, Klaus
ps02887	Luyten-Behnisch, Hedwig
ps02888	Lyncker, Johannes
ps02891	Maaß, Rosa
ps02895	Mack, Jakob
ps02905	Magold, Helm
ps02910	Malat, Jiri
ps02986	Mayer, Eugen
ps02987	Kunnrädel
ps02988	Mayer, Heinrich
ps02993	Gaab, Irma
ps02994	Sauter, Irama
ps02996	Mechtild Pfalzgräfin bei Rhein
ps02997	Mechthilde Frau Rudolf I.
ps02998	Medding, Wolfgang
ps03016	Merkel, Beatrix
ps03020	Meßmer, R.
ps03021	Metternich, Lothar Friedrich Frhr. ¬von¬
ps03037	Mielke, Willi
ps02812	Litty, Karl
ps02820	Löcherbach, Roger
ps02821	Köckel, Heinrich
ps02822	Köffler, Paul
ps02823	Löhr, Otto
ps02825	Lösch, Edelgard
ps02827	Löwenberg, Agnes Elisabeth
ps02829	Löwenberg, Michael
ps02832	Lorch, Herbert
ps02833	Lorch, Hermann
ps02838	Lorenz, Martin
ps02841	Loth, Franz
ps02842	Loth, Peter
ps02843	Louis, Norbert
ps02844	Louise Juliane
ps02845	Lucas, Ingegrete
ps02846	Lucius, Johann Ludwig
ps02847	Ludovika Hollandine, Pfalzgräfin
ps02849	Ludowici, Wilhelm
ps02850	Ludt, Wilhelm
ps02851	Ludwig, Frhr. von Helmstatt
ps02853	Ludwig, I. von Baiern
ps02854	Ludwig I., König von Bayern
ps02855	Ludwig II., der Strenge
ps02856	Ludwig III., der Bärtige, Pfalzgraf
ps02857	Ludwig IV., König
ps02858	Ludwigs V., Kurfürst von der Pfalz, der Friedfertige
ps02859	Ludwig VI
ps02860	Ludwig IX., Landgraf von Hessen-Darmstadt
ps02863	Ludwig, Rudolf
ps02865	Lück, Johann Friedrich
ps02866	Lück, Karl Gottlieb
ps02867	Lückes, Peter
ps02868	Lüder, Ludwig Freiherr ¬von¬
ps02870	Lützel, Johann
ps03200	Nicolay, Johann Georg
ps02828	Löwenberg, Else
ps02830	Lohr, Johann Baptist
ps02834	Lorch, Nikolaus
ps02836	Lorenz, Heinz
ps02914	Lind, Gertrud
ps02918	Mann, Wilhelm
ps02920	Mannlich, Konrad ¬von¬
ps02921	Mansmann, Dieter
ps02923	Manz, Georg
ps02924	Mappes, Hermann
ps02927	Maria Amalia
ps02928	Maria Eleonore, Pfalzgräfin von Pfalz-Simmern
ps02929	Markert, Uta
ps02930	Markward von Annweiler
ps02931	Marnet, Wilhelm
ps02932	Marquardt, Anette
ps02933	Marquardt, Klaus
ps02934	Marrel, Jakob
ps02936	Martin, Benno
ps03007	Meinard, Arnim
ps03012	Mendel, Valentin
ps03045	Meyring, Vinzenz
ps03046	Möhring, Vinzenz
ps03047	Möller, Andi
ps03049	Möllinger, Jacob
ps03050	Moericke, Otto
ps03051	Möslinger, Wilhelm
ps03052	Mößner, Claudia
ps03054	Mohr, Adolf
ps03055	Mohr, Erich
ps03056	Mohrbacher, Ludwig
ps03058	Ruester, Ulrich
ps03062	Molter, Horst
ps03064	Monz, Paul
ps03068	Morio, Bettina C.
ps03070	Moris, Laurian
ps02943	Marwitz, Michael
ps02945	Melcher, Gerhard
ps02946	Marx-Melcher, Gerhard
ps02947	Elsässer, Eva
ps02948	Mascher-Elsässer, Eva
ps02949	Maschke, Fritz
ps02950	Maschlanka, Annemarie
ps02952	Dörr, Annemarie
ps02954	Matheis, Eugen
ps02957	Mathes, Otto
ps02958	Mathéus, Jacob
ps02959	Mathilde von Brabant
ps02961	Matt, Joseph
ps02962	Mattern, Hans
ps02963	Matthes, Peter
ps02964	Matthes, Sonja
ps02979	Maurer, Karl Ludwig
ps02970	Matzdorf, Jutta Christine
ps02971	Matzenbacher, Hans
ps02972	Mauch, Gerhard
ps02974	Maurer, Conrad ¬von¬
ps02977	Maurer, Hermann August
ps02978	Maurer, Heinrich
ps02983	Maximilian I. Joseph von Bayern Pfalzgraf
ps02984	Maxon, Wilhelm Georg
ps02991	Mayer, Richard
ps03000	Medicus, Wilhelm
ps03004	Mehringer, Otto
ps03006	Meininger, Daniel
ps03009	Meissner, Waltraud
ps03010	Melchior, Johann Jakob
ps03011	Menchen, Hermann
ps03013	Menges, Josef
ps03014	Menges, Richard
ps03017	Mersy, Rudolf
ps03018	Merz, Ingrid
ps03022	Metzger, Alfred
ps03024	Metzger, Helmut
ps03025	Metzger, Ulrich Daniel
ps03026	Meusel, Anton
ps03028	Mewes, Christian
ps03030	Meyer, Georg Friedrich
ps03040	Mimler, Leopold
ps03074	Morsey, Rudolf
ps03077	Moscherosch, Hans Michael
ps03789	Groß, Otto
ps03039	Miller, Johann Peter
ps03041	Minster, Carl
ps03042	Minter, Leopold
ps03044	Mehring, Vinzenz
ps03059	Molitor, Georg Wilhelm
ps03061	Moll, Otto
ps03063	Monteglas, Maximilian Jos. Graf ¬von¬
ps03065	Moog, Willi Friedrich
ps03519	Schlosser, Marie-Elisabeth
ps03522	Rollingen, Heinrich Hartard ¬von¬
ps03524	Romstoeck, Walter
ps03527	Roos, Fritz
ps03530	Roqué, Bartholomäus de la
ps03533	Rosenlehner, Alexander
ps03536	Rosentritt, Christian Friedrich
ps03537	Rossato, Gerhard
ps03538	Rossi, Gustav
ps03539	Roßtäuscher, Christian
ps03540	Roth, Burghildis (Schwester)
ps03542	Roth, Eugen
ps03543	Roth, Fritz
ps03545	Lutra, Karl Heinrich
ps03546	Roth-Lutra, Karl Heinrich
ps03547	Rabe, Hilde
ps03548	Roth-Rabe, Hilde
ps03549	Rothaar, Bärbel
ps03551	Rotherwein, Dominicus
ps03554	Rottermann, Eduard
ps03556	Rottmann, Karl
ps03071	Moritz, Jakob
ps03072	Morlock, Erwin
ps03073	Morschheim, Johann ¬von¬
ps03079	Moßman, Manfred
ps03080	Moster, Hans
ps03082	Mühlborn, Charlotte Elisabeth
ps03083	Mühlborn, Lotte
ps03085	Müller, Alois Maria
ps03089	Müller, Eugen
ps03091	Obermüller, Christoph
ps03093	Müller, Guido
ps03098	Müller, Jakob
ps03099	Müller, Jakob E.
ps03104	Müller, Konrad
ps03433	Reinecker, Monika
ps03435	Reinhard, Artur
ps03438	Reinhardt, Jutta
ps03439	Reinkober, Gerhard
ps03447	Reitnauer, Ruth
ps03449	Renn, Gottfried
ps03451	Reppe, August
ps03453	Reuthner, Adolf
ps03454	Reysmann, Theodor
ps03455	Rhabanus Bischof v. Speyer
ps03456	Rheinberger, Eduard
ps03457	Rheinwald, Ignaz
ps03460	Rhoner, Alfons
ps03462	Richard von Deidesheim
ps03463	Richarz, Johann Peter ¬von¬
ps03464	Richter, Gerda
ps03465	Richter, Helmut
ps03466	Riedel, Reinhold
ps03468	Klippel, Elfriede
ps03473	Riem, Johann Friedrich
ps03096	Müller, Hejo
ps03100	Müller, Johann
ps03102	Müller, Julius
ps03103	Müller, K. P.
ps03106	Müller, Nikolaus
ps03107	Müller, Peter
ps03138	Münch, Hermann
ps03144	Musel, Herbert
ps03145	Muller, Karl Peter
ps03146	Mungenast, Johannes
ps03147	Munnich, Joh
ps03149	Munzinger, Karl
ps03151	Munzinger, Karl
ps03153	Naab, Adolf
ps03156	Naab, Johann
ps03139	Münch, Ottheinz
ps03141	Münnich, Karl Hanns
ps03142	Münnich, Karl Ludwig
ps03143	Mürell, Irene
ps03155	Naab, Karl
ps03158	Nachreiner, Vinzenz
ps03159	Nadler, Karl Christian Gottfried
ps03160	Naegele, August
ps03163	Nafziger, Wilhelmine
ps03164	Nagel, Brigitte Sokop
ps03165	Nagel, Brigitte
ps03167	Nagel, Reinhard ¬von¬
ps03170	Naßhan, Uta
ps03171	Naumann, Karl-Heinz
ps03173	Nebenius, Karl Friedrich
ps03179	Nestler von Speyer
ps03181	Neu, Klaus
ps03184	Neuberger, Karl
ps03186	Neuffer, Adolf Ritter ¬von¬
ps03187	Neugart, Georg
ps03190	Neumann, Edith
ps03174	Neff, Christian
ps03176	Négyesy, János
ps03177	Nessel, Hans-Georg
ps03178	Nesseler, Emil
ps03180	Netscher, Caspar
ps03182	Neu, Denny
ps03188	Neukirch, Helmut
ps03312	Pfaff, Werner
ps03314	Pfeifer, Thomas
ps03417	Reginbald I.
ps03422	Regneri, Elisabeth
ps03203	Niethammer, Joseph
ps03204	Nikolaus von Alsenz
ps03205	Niklaus von Mingolsheim
ps03206	Nikolaus I.
ps03207	Nicolaus von Landau
ps03209	Nikolaus Rorbach
ps03212	Nisio, Artur
ps03218	Nilt, Anastasius
ps03235	Oehl, Berthold
ps03237	Ohliger, Horst
ps03238	Oelenheinz, Margrit
ps03239	Oeltjen-Rüstringen, Heinrich (auch Heinz)
ps03246	Ohmer, Martin
ps03255	Oßwald, Wilhelm
ps03259	Ostheimer, Heinrich
ps03273	Platz, Wilhelm
ps03285	Peetz, Hans Günter
ps03288	Pelgen, Franz L.
ps03290	Perignon, Rudolf ¬von¬
ps03291	Perret, Christiane
ps03330	Philipp Wilhelm, Graf von Pfalz-Neuburg
ps03336	Priminius
ps03338	Pirminius
ps03339	Pistor, Daniel Friedrich Ludwig
ps03341	Ppithoppoeus, Lambaert Ludolph Helmut
ps03342	Ppitz, Karl Kaspar
ps03345	Plater, Ernst
ps03350	Pleyer, Albert
ps03358	Poppe, Karl
ps03362	Pranjko, Tristian
ps03363	Preiß, Liesel
ps03364	Erfort, Vera
ps03365	Preksavec-Erfort, Vera
ps03370	PPrineipus
ps03371	Principius
ps03223	Maginot, Gabriele
ps03224	Nuss-Maginot, Gabriele
ps03225	Obertraut, Johann Michael Elias ¬von¬
ps03227	Oberhettinger, Joh. Heinr
ps03229	Obermaier, Georg Michael
ps03230	Obry, Günther
ps03231	Obst, Annemarie
ps03232	Odenbach, Johann
ps03233	Odening, Ilse
ps03234	Oeckinghaus, Arne
ps03236	Oehler, G
ps03240	Oertel, Philipp Friedrich
ps03243	Ohler, Philipp Heinrich
ps03248	Opp, Eduard
ps03249	Orsbeck, Johann Hugo Frhr. ¬von¬
ps03252	Orth, Karl
ps03253	Ortner, Franz Josef
ps03254	Ortner, Rolf
ps03256	Osterroth, Nikolaus
ps03257	Osterspey, Jakob
ps03258	Ostertag, Valentin
ps03263	Ott, Christian
ps03265	Otto Heinrich
ps03266	Ottheinrich
ps03267	Otto I., der Erlauchter, Pfalzgraf bei Rhein u. Hzg. in Bayern
ps03268	Otto, Graf von Henneberg
ps03269	Ottogar
ps03271	Oxenstierna, Gabriel
ps03272	Palatinus
ps03275	Pardall, Bertel
ps03278	Patenge, Walter
ps03279	Patiens, Peter
ps03281	Paul, Eugen
ps03283	Payer, Ulrike
ps03284	Pecher, Ingeborg
ps03286	Peetz, Ludwig
ps03289	Perhobstler, W. M.
ps03295	Perron, Philipp
ps03298	Petersen, Georg Wilhelm
ps03299	Petersen, Johann Wilhelm
ps03301	Petri, Ernst August Bernhard
ps03302	Petri, I. L.
ps03307	Petzinger, Johann Michael
ps03308	Petzinger, Ludwig
ps03313	Pfau, Ernst
ps03317	Pfeiffer, Franz
ps03320	Pfeiffer, Maximilian
ps03321	Pfeiffer, Peter H.
